1000,20,5
1000,20,5
1001,14,5
1001,14,5
100,21,5
100,21,5
1002,16,4
1002,16,4
1003,25,1
1003,25,1
1004,14,4
1004,14,4
1005,7,3
1005,7,3
1006,25,5
1006,25,5
1007,14,5
1007,14,5
1008,25,5
1008,25,5
1009,21,5
1009,21,5
1010,25,5
1010,25,5
1011,22,5
1011,22,5
1012,25,5
1012,25,5
101,25,5
101,25,5
1013,26,5
1013,26,5
1014,25,4
1014,25,4
1015,26,5
1015,26,5
1016,20,5
1016,20,5
1017,14,5
1017,14,5
1018,14,3
1018,14,3
1019,26,5
1019,26,5
1020,25,5
1020,25,5
1021,25,3
1021,25,3
102,21,5
102,21,5
1022,23,5
1022,23,5
1023,21,5
1023,21,5
1024,7,2
1024,7,2
1025,25,2
1025,25,2
10,25,5
10,25,5
1026,25,5
1026,25,5
1027,7,2
1027,7,2
1028,20,5
1028,20,5
1029,14,3
1029,14,3
1030,25,5
1030,25,5
1031,14,5
1031,14,5
103,21,4
103,21,4
1032,14,5
1032,14,5
1033,23,4
1033,23,4
1034,25,2
1034,25,2
1035,20,5
1035,20,5
1037,25,1
1037,25,1
1038,21,5
1038,21,5
1039,16,3
1039,16,3
1040,20,5
1040,20,5
1041,21,5
1041,21,5
1042,14,5
1042,14,5
104,25,5
104,25,5
1043,14,5
1043,14,5
1044,14,2
1044,14,2
1045,25,1
1045,25,1
1046,26,4
1046,26,4
1047,14,3
1047,14,3
1048,21,5
1048,21,5
1049,25,5
1049,25,5
1050,0,1
1050,0,1
1051,21,5
1051,21,5
1052,14,4
1052,14,4
105,26,3
105,26,3
1053,26,5
1053,26,5
1054,14,2
1054,14,2
1055,7,1
1055,7,1
1056,14,5
1056,14,5
1057,24,1
1057,24,1
1058,14,5
1058,14,5
1059,25,4
1059,25,4
1060,21,5
1060,21,5
1061,21,5
1061,21,5
106,21,5
106,21,5
1062,20,3
1062,20,3
1063,21,5
1063,21,5
1064,14,4
1064,14,4
1065,16,3
1065,16,3
1066,25,5
1066,25,5
1067,21,5
1067,21,5
1068,23,2
1068,23,2
1069,0,5
1069,0,5
1070,26,5
1070,26,5
1071,22,5
1071,22,5
1072,20,5
1072,20,5
1073,7,5
1073,7,5
1074,25,1
1074,25,1
1075,16,1
1075,16,1
1076,24,3
1076,24,3
1076,7,5
1076,7,5
107,7,5
107,7,5
1077,7,5
1077,7,5
1078,21,5
1078,21,5
1079,21,5
1079,21,5
1080,25,5
1080,25,5
1081,32,5
1081,32,5
1082,21,4
1082,21,4
108,22,3
108,22,3
1083,20,5
1083,20,5
1083,25,5
1083,25,5
1084,25,4
1084,25,4
1085,25,4
1085,25,4
1086,7,4
1086,7,4
1087,23,3
1087,23,3
1088,26,5
1088,26,5
1089,24,5
1089,24,5
1090,26,5
1090,26,5
1091,22,5
1091,22,5
109,14,1
109,14,1
1092,25,3
1092,25,3
1093,25,5
1093,25,5
1094,22,5
1094,22,5
1095,26,1
1095,26,1
1096,21,5
1096,21,5
1097,21,5
1097,21,5
1098,25,4
1098,25,4
1099,21,5
1099,21,5
1100,16,2
1100,16,2
1100,7,5
1100,7,5
1101,21,2
1101,21,2
110,16,4
110,16,4
1102,0,5
1102,0,5
1103,25,5
1103,25,5
1104,14,5
1104,14,5
1105,22,5
1105,22,5
1106,32,5
1106,32,5
1107,14,4
1107,14,4
1108,14,4
1108,14,4
1109,16,4
1109,16,4
1110,26,5
1110,26,5
1111,21,5
1111,21,5
111,14,4
111,14,4
1112,7,5
1112,7,5
1113,21,5
1113,21,5
1114,2,2
1114,2,2
1115,26,5
1115,26,5
1116,14,4
1116,14,4
1117,32,5
1117,32,5
1118,16,2
1118,16,2
1118,7,5
1118,7,5
1119,16,5
1119,16,5
1120,32,5
1120,32,5
1121,21,5
1121,21,5
112,14,5
112,14,5
1122,25,2
1122,25,2
1123,16,5
1123,16,5
1124,25,3
1124,25,3
1125,20,5
1125,20,5
11,25,3
11,25,3
1126,20,5
