5171,71,5
24728,71,5
24362,71,4
58795,71,5
7969,71,4
57595,71,5
44763,71,5
31307,71,5
25963,71,5
22916,71,5
351,71,5
4492,71,5
8704,71,5
21026,71,5
55152,71,5
19714,71,5
20871,71,5
30627,71,5
39951,71,5
46300,71,5
64774,71,4
9368,71,5
8146,71,5
24934,71,5
15823,71,5
21230,71,5
2919,71,5
50854,71,5
41452,71,5
31691,71,5
30186,71,5
51184,71,5
44998,71,5
25314,71,4
75611,71,5
29246,71,5
53459,71,5
73667,71,5
39742,71,5
18630,71,5
42153,71,5
19089,71,5
43702,71,5
61341,71,5
45892,71,3
30457,71,5
70124,71,4
23133,71,5
979,71,5
50636,71,3
52433,71,4
19362,71,5
46654,71,5
2694,71,5
10897,71,5
21301,71,5
52008,71,5
37033,71,5
45113,71,5
52318,71,5
34011,71,1
34647,71,5
11088,71,5
33766,71,5
52263,71,5
67980,71,5
20375,71,5
37201,71,5
57192,71,5
7852,71,5
69606,71,5
57134,71,4
51078,71,5
3121,71,5
71755,71,5
46919,71,5
10151,71,5
53377,71,5
31466,71,5
69566,71,5
66913,71,5
5074,71,5
11213,71,5
61064,71,5
63642,71,5
70517,71,5
39207,71,5
60768,71,5
46432,71,5
28630,71,5
29136,71,4
57416,71,5
68336,71,5
13511,71,5
24173,71,5
7327,71,5
17278,71,4
48172,71,4
74453,71,5
22289,71,1
9127,71,5
2054,71,5
56768,71,4
14014,71,5
74461,71,5
49510,71,5
46526,71,5
22228,71,5
13991,71,5
48716,71,5
47508,71,5
330,71,4
51634,71,5
11189,71,5
1554,71,5
2903,71,3
2289,71,5
7721,71,5
1517,71,5
6705,71,5
43924,71,5
18473,71,3
74477,71,5
24279,71,1
68338,71,5
50897,71,5
27799,71,5
67698,71,4
63201,71,5
14987,71,5
27596,71,5
13467,71,5
54348,71,5
51351,71,5
74867,71,5
16764,71,5
71093,71,5
51209,71,5
69039,71,4
52840,71,5
29469,71,5
4287,71,3
45480,71,5
42276,71,4
36767,71,4
12528,71,5
64078,71,5
61307,71,5
30227,71,5
35610,71,5
14643,71,5
63412,71,5
5006,71,4
26516,71,5
69039,71,4
51730,71,1
46651,71,5
18414,71,5
66593,71,5
57201,71,1
61597,71,5
61944,71,5
62775,71,5
59142,71,4
31870,71,5
15094,71,4
57006,71,4
1105,71,5
17446,71,5
43640,71,5
61333,71,4
69039,71,5
2686,71,4
14738,71,5
61282,71,4
45704,71,5
60051,71,5
57586,71,3
15704,71,5
42548,71,3
60738,71,5
